Classroom,Subject,Student_Name,Student_Email,Subject_Teacher
392,Computer Science,Nick Pink,nick.pink@university.edu,Prof. Frank
283,Political Science,Frank Azure,frank.azure@university.edu,Prof. Sam
526,Engineering,Kelly Gray,kelly.gray@email.com,Prof. Eve
128,Computer Science,Jack Brown,jack.brown@email.com,Prof. Hank
449,Environmental Science,Frank Teal,frank.teal@email.com,Prof. Jack
299,Mathematics,Quincy Cyan,quincy.cyan@university.edu,Prof. Charlie
579,History,Kelly Davis,kelly.davis@email.com,Prof. Hank
528,Music,Tina Beige,tina.beige@email.com,Prof. Quincy
216,Biology,Alice Red,alice.red@email.com,Prof. Paul
428,Architecture,Tina Magenta,tina.magenta@student.org,Prof. Olivia
584,Music,Tina Purple,tina.purple@university.edu,Prof. Mona
191,Geography,Nick Azure,nick.azure@student.org,Prof. Ivy
365,Political Science,Mona Yellow,mona.yellow@student.org,Prof. Eve
231,Economics,Charlie Gray,charlie.gray@email.com,Prof. Jack
238,Political Science,Jack Red,jack.red@university.edu,Prof. Hank
258,Chemistry,Jack Orange,jack.orange@student.org,Prof. Kelly
195,Sociology,Tina Violet,tina.violet@university.edu,Prof. Ivy
118,Political Science,Rita Davis,rita.davis@email.com,Prof. Eve
424,Architecture,Nick Green,nick.green@student.org,Prof. Bob
443,Environmental Science,Jack Yellow,jack.yellow@student.org,Prof. Ivy
317,Environmental Science,Mona Johnson,mona.johnson@student.org,Prof. Charlie
477,Mathematics,Jack Cyan,jack.cyan@student.org,Prof. Eve
145,Sociology,Alice Blue,alice.blue@email.com,Prof. Tina
337,Environmental Science,Eve Blue,eve.blue@student.org,Prof. Liam
381,Music,Frank Purple,frank.purple@email.com,Prof. Kelly
539,Art,Dana Orange,dana.orange@university.edu,Prof. Sam
113,English,Bob Black,bob.black@university.edu,Prof. Quincy
552,Engineering,Olivia Teal,olivia.teal@email.com,Prof. Charlie
163,Philosophy,Dana White,dana.white@student.org,Prof. Jack
452,Engineering,Quincy Azure,quincy.azure@university.edu,Prof. Rita
367,Statistics,Sam Teal,sam.teal@university.edu,Prof. Hank
358,Sociology,Grace Yellow,grace.yellow@university.edu,Prof. Ivy
111,Art,Paul Brown,paul.brown@university.edu,Prof. Quincy
468,Philosophy,Jack Gray,jack.gray@email.com,Prof. Quincy
292,Architecture,Liam Davis,liam.davis@email.com,Prof. Jack
436,Physics,Bob Green,bob.green@university.edu,Prof. Mona
435,Mathematics,Bob Indigo,bob.indigo@student.org,Prof. Sam
118,English,Alice Blue,alice.blue@student.org,Prof. Dana
229,Psychology,Olivia White,olivia.white@email.com,Prof. Sam
408,Biology,Charlie Orange,charlie.orange@email.com,Prof. Rita
250,Art,Kelly Azure,kelly.azure@university.edu,Prof. Grace
290,Economics,Grace Pink,grace.pink@student.org,Prof. Quincy
577,Art,Quincy Magenta,quincy.magenta@university.edu,Prof. Hank
299,Philosophy,Grace Davis,grace.davis@email.com,Prof. Liam
533,Music,Sam Purple,sam.purple@email.com,Prof. Frank
132,Anthropology,Liam Violet,liam.violet@university.edu,Prof. Hank
524,Chemistry,Jack Davis,jack.davis@student.org,Prof. Nick
272,Music,Quincy Black,quincy.black@email.com,Prof. Kelly
147,Sociology,Tina Red,tina.red@email.com,Prof. Jack
357,Computer Science,Mona Indigo,mona.indigo@student.org,Prof. Dana
586,Art,Sam Johnson,sam.johnson@email.com,Prof. Charlie
211,Political Science,Tina Johnson,tina.johnson@student.org,Prof. Paul
574,Environmental Science,Nick Red,nick.red@email.com,Prof. Jack
516,Chemistry,Kelly Red,kelly.red@email.com,Prof. Mona
230,Architecture,Alice Gray,alice.gray@email.com,Prof. Olivia
167,English,Rita Indigo,rita.indigo@student.org,Prof. Rita
286,English,Liam Brown,liam.brown@email.com,Prof. Hank
439,Chemistry,Alice Yellow,alice.yellow@student.org,Prof. Sam
317,Art,Sam Pink,sam.pink@email.com,Prof. Quincy
111,Art,Sam Brown,sam.brown@university.edu,Prof. Ivy
550,Engineering,Paul Yellow,paul.yellow@student.org,Prof. Nick
251,Political Science,Kelly Cyan,kelly.cyan@university.edu,Prof. Charlie
514,Psychology,Jack Pink,jack.pink@email.com,Prof. Sam
440,Architecture,Liam Davis,liam.davis@email.com,Prof. Paul
463,Environmental Science,Tina Violet,tina.violet@university.edu,Prof. Jack
360,Environmental Science,Bob Purple,bob.purple@email.com,Prof. Eve
538,History,Ivy Brown,ivy.brown@student.org,Prof. Sam
361,Sociology,Frank Teal,frank.teal@email.com,Prof. Jack
479,Philosophy,Paul Johnson,paul.johnson@university.edu,Prof. Mona
106,Architecture,Bob Blue,bob.blue@student.org,Prof. Olivia
544,Physics,Ivy Azure,ivy.azure@email.com,Prof. Kelly
530,Mathematics,Bob Indigo,bob.indigo@student.org,Prof. Frank
327,Mathematics,Jack Black,jack.black@student.org,Prof. Rita
592,Music,Eve Orange,eve.orange@university.edu,Prof. Olivia
521,Chemistry,Mona Teal,mona.teal@student.org,Prof. Alice
375,Computer Science,Rita Yellow,rita.yellow@student.org,Prof. Grace
353,Engineering,Quincy Brown,quincy.brown@email.com,Prof. Paul
246,Engineering,Jack Gray,jack.gray@student.org,Prof. Kelly
392,Environmental Science,Quincy Gray,quincy.gray@email.com,Prof. Charlie
123,Statistics,Alice Blue,alice.blue@university.edu,Prof. Dana
164,Biology,Kelly Pink,kelly.pink@student.org,Prof. Tina
102,Biology,Hank Brown,hank.brown@university.edu,Prof. Grace
452,Environmental Science,Ivy Purple,ivy.purple@student.org,Prof. Tina
482,History,Ivy Cyan,ivy.cyan@student.org,Prof. Olivia
561,Physics,Olivia Beige,olivia.beige@student.org,Prof. Bob
175,Chemistry,Paul Violet,paul.violet@email.com,Prof. Eve
272,Political Science,Olivia Davis,olivia.davis@university.edu,Prof. Tina
545,Physics,Bob Violet,bob.violet@email.com,Prof. Rita
288,Environmental Science,Liam Azure,liam.azure@university.edu,Prof. Jack
331,History,Nick Beige,nick.beige@email.com,Prof. Charlie
306,Environmental Science,Sam Johnson,sam.johnson@university.edu,Prof. Mona
502,History,Quincy Johnson,quincy.johnson@student.org,Prof. Olivia
396,Philosophy,Bob Magenta,bob.magenta@university.edu,Prof. Nick
441,Mathematics,Ivy Azure,ivy.azure@student.org,Prof. Hank
302,Economics,Rita Orange,rita.orange@student.org,Prof. Eve
470,Physics,Bob Beige,bob.beige@email.com,Prof. Kelly
413,History,Nick Azure,nick.azure@email.com,Prof. Kelly
203,Architecture,Nick Yellow,nick.yellow@email.com,Prof. Hank
187,Economics,Liam Black,liam.black@email.com,Prof. Mona
221,English,Tina Purple,tina.purple@student.org,Prof. Quincy
276,History,Quincy Black,quincy.black@email.com,Prof. Olivia
348,Chemistry,Sam Blue,sam.blue@university.edu,Prof. Bob
256,Mathematics,Liam Indigo,liam.indigo@university.edu,Prof. Hank
230,Sociology,Quincy Indigo,quincy.indigo@student.org,Prof. Tina
349,Computer Science,Nick Beige,nick.beige@student.org,Prof. Olivia
464,English,Hank Cyan,hank.cyan@university.edu,Prof. Quincy
160,Chemistry,Ivy Purple,ivy.purple@university.edu,Prof. Sam
202,Anthropology,Dana Purple,dana.purple@university.edu,Prof. Olivia
342,Economics,Quincy White,quincy.white@email.com,Prof. Ivy
583,Philosophy,Paul Indigo,paul.indigo@email.com,Prof. Jack
411,Engineering,Dana Johnson,dana.johnson@student.org,Prof. Dana
387,History,Rita Azure,rita.azure@university.edu,Prof. Tina
192,Biology,Alice Brown,alice.brown@student.org,Prof. Bob
506,Physics,Dana Green,dana.green@university.edu,Prof. Kelly
207,Computer Science,Liam Pink,liam.pink@university.edu,Prof. Ivy
555,Psychology,Nick Azure,nick.azure@university.edu,Prof. Eve
311,Architecture,Charlie Johnson,charlie.johnson@email.com,Prof. Kelly
504,Physics,Charlie Red,charlie.red@student.org,Prof. Kelly
473,Psychology,Ivy Azure,ivy.azure@email.com,Prof. Charlie
120,Statistics,Eve Azure,eve.azure@student.org,Prof. Hank
324,Anthropology,Dana Davis,dana.davis@university.edu,Prof. Charlie
229,Biology,Tina Pink,tina.pink@university.edu,Prof. Mona
314,Environmental Science,Bob Orange,bob.orange@email.com,Prof. Sam
266,Sociology,Charlie Pink,charlie.pink@university.edu,Prof. Mona
523,Engineering,Bob Black,bob.black@university.edu,Prof. Grace
336,Mathematics,Grace Davis,grace.davis@email.com,Prof. Frank
399,Geography,Dana Beige,dana.beige@email.com,Prof. Frank
484,Political Science,Dana Gray,dana.gray@university.edu,Prof. Frank
536,Environmental Science,Olivia Johnson,olivia.johnson@university.edu,Prof. Rita
144,Political Science,Dana Pink,dana.pink@student.org,Prof. Hank
266,History,Olivia Orange,olivia.orange@email.com,Prof. Hank
283,Chemistry,Quincy Teal,quincy.teal@university.edu,Prof. Kelly
368,Psychology,Liam Davis,liam.davis@email.com,Prof. Grace
546,English,Jack Davis,jack.davis@student.org,Prof. Paul
589,Physics,Dana Red,dana.red@email.com,Prof. Frank
505,Biology,Paul Indigo,paul.indigo@student.org,Prof. Bob
467,English,Sam Magenta,sam.magenta@university.edu,Prof. Rita
485,Environmental Science,Charlie Purple,charlie.purple@student.org,Prof. Tina
231,Biology,Tina Blue,tina.blue@email.com,Prof. Alice
274,Biology,Mona White,mona.white@university.edu,Prof. Jack
566,Philosophy,Charlie Red,charlie.red@university.edu,Prof. Eve
500,Statistics,Charlie Red,charlie.red@email.com,Prof. Grace
450,Mathematics,Mona Cyan,mona.cyan@email.com,Prof. Dana
268,Sociology,Rita Violet,rita.violet@email.com,Prof. Mona
495,Music,Charlie Pink,charlie.pink@university.edu,Prof. Sam
425,Sociology,Alice Blue,alice.blue@email.com,Prof. Mona
523,Environmental Science,Hank Beige,hank.beige@student.org,Prof. Sam
195,Economics,Hank Orange,hank.orange@university.edu,Prof. Alice
419,Economics,Dana Cyan,dana.cyan@student.org,Prof. Hank
502,Engineering,Dana Pink,dana.pink@student.org,Prof. Liam
441,Political Science,Paul Yellow,paul.yellow@university.edu,Prof. Nick
278,Engineering,Frank Johnson,frank.johnson@email.com,Prof. Mona
310,Biology,Eve Black,eve.black@student.org,Prof. Charlie
372,Mathematics,Olivia Magenta,olivia.magenta@email.com,Prof. Sam
512,Economics,Bob Teal,bob.teal@email.com,Prof. Liam
582,History,Grace Brown,grace.brown@student.org,Prof. Bob
434,Biology,Grace Yellow,grace.yellow@email.com,Prof. Olivia
565,Anthropology,Grace Red,grace.red@email.com,Prof. Paul
521,Geography,Grace Teal,grace.teal@email.com,Prof. Frank
417,Philosophy,Ivy Purple,ivy.purple@university.edu,Prof. Jack
185,Political Science,Ivy Yellow,ivy.yellow@student.org,Prof. Hank
229,Physics,Liam Black,liam.black@student.org,Prof. Nick
530,Philosophy,Nick Black,nick.black@university.edu,Prof. Kelly
301,Sociology,Dana Violet,dana.violet@university.edu,Prof. Eve
217,Art,Sam Johnson,sam.johnson@student.org,Prof. Frank
554,History,Bob Pink,bob.pink@university.edu,Prof. Bob
564,Biology,Ivy Blue,ivy.blue@email.com,Prof. Sam
493,Economics,Olivia Magenta,olivia.magenta@email.com,Prof. Hank
590,Philosophy,Sam Cyan,sam.cyan@student.org,Prof. Kelly
557,Anthropology,Liam Gray,liam.gray@student.org,Prof. Sam
350,Anthropology,Sam Azure,sam.azure@email.com,Prof. Grace
547,Music,Charlie Beige,charlie.beige@university.edu,Prof. Paul
405,Philosophy,Alice Green,alice.green@university.edu,Prof. Tina
484,Anthropology,Charlie Yellow,charlie.yellow@student.org,Prof. Charlie
516,Political Science,Alice Orange,alice.orange@student.org,Prof. Liam
481,Political Science,Hank Violet,hank.violet@university.edu,Prof. Tina
446,Statistics,Paul Purple,paul.purple@university.edu,Prof. Nick
478,Biology,Alice Yellow,alice.yellow@university.edu,Prof. Ivy
191,Psychology,Liam Teal,liam.teal@university.edu,Prof. Quincy
583,Environmental Science,Olivia Cyan,olivia.cyan@student.org,Prof. Jack
154,Art,Alice Indigo,alice.indigo@email.com,Prof. Eve
421,Statistics,Bob Magenta,bob.magenta@student.org,Prof. Mona
509,Physics,Alice Violet,alice.violet@student.org,Prof. Eve
250,Environmental Science,Mona Blue,mona.blue@email.com,Prof. Alice
436,Sociology,Grace Pink,grace.pink@university.edu,Prof. Frank
478,History,Alice Green,alice.green@email.com,Prof. Sam
594,Architecture,Eve Davis,eve.davis@university.edu,Prof. Mona
512,English,Grace Magenta,grace.magenta@email.com,Prof. Paul
354,Mathematics,Eve Davis,eve.davis@student.org,Prof. Mona
259,Political Science,Eve Davis,eve.davis@university.edu,Prof. Mona
346,Geography,Frank Brown,frank.brown@student.org,Prof. Bob
140,History,Mona White,mona.white@email.com,Prof. Nick
521,Psychology,Alice Violet,alice.violet@email.com,Prof. Alice
546,English,Liam Azure,liam.azure@university.edu,Prof. Frank
327,Computer Science,Nick Davis,nick.davis@university.edu,Prof. Rita
434,Architecture,Olivia Violet,olivia.violet@university.edu,Prof. Olivia
172,Psychology,Olivia Red,olivia.red@email.com,Prof. Quincy
192,Sociology,Grace Red,grace.red@student.org,Prof. Nick
592,Architecture,Mona Davis,mona.davis@email.com,Prof. Kelly
309,Political Science,Tina Azure,tina.azure@university.edu,Prof. Grace
588,Geography,Sam Beige,sam.beige@university.edu,Prof. Sam
155,Chemistry,Dana Cyan,dana.cyan@email.com,Prof. Olivia
213,Physics,Ivy Red,ivy.red@student.org,Prof. Grace
519,Physics,Bob Johnson,bob.johnson@student.org,Prof. Liam
567,Engineering,Ivy Magenta,ivy.magenta@student.org,Prof. Sam
135,Statistics,Rita Brown,rita.brown@university.edu,Prof. Kelly
188,Engineering,Rita White,rita.white@student.org,Prof. Olivia
193,Mathematics,Paul Cyan,paul.cyan@email.com,Prof. Sam
233,Environmental Science,Jack Brown,jack.brown@university.edu,Prof. Grace
347,Psychology,Frank White,frank.white@email.com,Prof. Ivy
568,Political Science,Nick Indigo,nick.indigo@student.org,Prof. Tina
291,Economics,Bob Pink,bob.pink@university.edu,Prof. Nick
484,Chemistry,Kelly Magenta,kelly.magenta@student.org,Prof. Ivy
340,English,Ivy Green,ivy.green@email.com,Prof. Eve
317,Statistics,Hank Azure,hank.azure@student.org,Prof. Olivia
566,Chemistry,Alice Orange,alice.orange@university.edu,Prof. Grace
551,Music,Kelly Pink,kelly.pink@student.org,Prof. Dana
401,Political Science,Eve Blue,eve.blue@student.org,Prof. Ivy
310,Music,Kelly Teal,kelly.teal@university.edu,Prof. Dana
158,Economics,Rita Azure,rita.azure@university.edu,Prof. Liam
292,Geography,Quincy Red,quincy.red@email.com,Prof. Grace
226,Biology,Grace Cyan,grace.cyan@email.com,Prof. Hank
214,Biology,Frank Purple,frank.purple@student.org,Prof. Alice
530,Biology,Mona Indigo,mona.indigo@university.edu,Prof. Dana
418,Engineering,Ivy Cyan,ivy.cyan@university.edu,Prof. Alice
542,Physics,Bob Black,bob.black@email.com,Prof. Frank
432,Geography,Mona Gray,mona.gray@email.com,Prof. Rita
483,Philosophy,Tina Purple,tina.purple@university.edu,Prof. Mona
152,Architecture,Alice Purple,alice.purple@email.com,Prof. Dana
571,Anthropology,Tina Yellow,tina.yellow@email.com,Prof. Tina
581,Chemistry,Tina White,tina.white@student.org,Prof. Hank
158,Computer Science,Olivia Orange,olivia.orange@email.com,Prof. Paul
326,History,Nick Davis,nick.davis@university.edu,Prof. Kelly
202,Economics,Sam Johnson,sam.johnson@email.com,Prof. Quincy
318,Mathematics,Bob Blue,bob.blue@email.com,Prof. Ivy
342,Psychology,Hank Gray,hank.gray@student.org,Prof. Ivy
362,Computer Science,Olivia Davis,olivia.davis@student.org,Prof. Charlie
281,Chemistry,Liam Cyan,liam.cyan@university.edu,Prof. Alice
417,Environmental Science,Paul Magenta,paul.magenta@university.edu,Prof. Sam
373,Mathematics,Alice Cyan,alice.cyan@student.org,Prof. Hank
465,Chemistry,Eve Blue,eve.blue@email.com,Prof. Jack
589,Chemistry,Kelly Indigo,kelly.indigo@student.org,Prof. Bob
495,Music,Frank Violet,frank.violet@university.edu,Prof. Kelly
442,Philosophy,Dana Pink,dana.pink@student.org,Prof. Eve
456,Biology,Ivy Gray,ivy.gray@email.com,Prof. Tina
388,Anthropology,Eve Yellow,eve.yellow@email.com,Prof. Liam
154,Mathematics,Bob Red,bob.red@student.org,Prof. Quincy
490,Anthropology,Rita Johnson,rita.johnson@email.com,Prof. Sam
113,Chemistry,Olivia Violet,olivia.violet@university.edu,Prof. Tina
205,Computer Science,Olivia Azure,olivia.azure@university.edu,Prof. Ivy
211,Environmental Science,Sam Brown,sam.brown@university.edu,Prof. Bob
584,History,Hank Johnson,hank.johnson@student.org,Prof. Dana
592,Architecture,Dana Teal,dana.teal@university.edu,Prof. Mona
206,Environmental Science,Nick Red,nick.red@university.edu,Prof. Frank
376,Geography,Olivia Blue,olivia.blue@student.org,Prof. Paul
444,Economics,Alice Blue,alice.blue@email.com,Prof. Quincy
130,Statistics,Ivy Pink,ivy.pink@email.com,Prof. Hank
269,Physics,Sam Black,sam.black@student.org,Prof. Dana
600,History,Olivia Pink,olivia.pink@student.org,Prof. Rita
170,Psychology,Hank Beige,hank.beige@university.edu,Prof. Tina
207,Sociology,Kelly Azure,kelly.azure@university.edu,Prof. Tina
486,Engineering,Dana Magenta,dana.magenta@university.edu,Prof. Dana
268,Chemistry,Bob Red,bob.red@email.com,Prof. Ivy
576,Mathematics,Hank Blue,hank.blue@university.edu,Prof. Quincy
350,Psychology,Alice Green,alice.green@email.com,Prof. Mona
441,Art,Mona Davis,mona.davis@university.edu,Prof. Quincy
138,Psychology,Hank Purple,hank.purple@student.org,Prof. Rita
115,Physics,Eve Orange,eve.orange@university.edu,Prof. Hank
115,Psychology,Liam Davis,liam.davis@email.com,Prof. Bob
213,Mathematics,Eve Blue,eve.blue@student.org,Prof. Alice
176,Computer Science,Liam Black,liam.black@university.edu,Prof. Eve
438,Physics,Jack Yellow,jack.yellow@email.com,Prof. Quincy
340,Economics,Rita Johnson,rita.johnson@student.org,Prof. Quincy
379,Architecture,Hank Johnson,hank.johnson@email.com,Prof. Ivy
148,Architecture,Liam Yellow,liam.yellow@email.com,Prof. Charlie
178,Statistics,Sam Davis,sam.davis@university.edu,Prof. Mona
263,Art,Sam Black,sam.black@email.com,Prof. Tina
475,History,Frank Green,frank.green@university.edu,Prof. Mona
391,Anthropology,Sam Magenta,sam.magenta@student.org,Prof. Mona
120,Anthropology,Bob Gray,bob.gray@student.org,Prof. Kelly
543,Engineering,Alice Azure,alice.azure@email.com,Prof. Kelly
403,Art,Olivia Johnson,olivia.johnson@email.com,Prof. Mona
562,Physics,Charlie Davis,charlie.davis@email.com,Prof. Alice
223,Sociology,Charlie Red,charlie.red@student.org,Prof. Kelly
584,Architecture,Rita Azure,rita.azure@email.com,Prof. Dana
368,Sociology,Tina Yellow,tina.yellow@student.org,Prof. Eve
283,Music,Dana White,dana.white@email.com,Prof. Frank
273,Computer Science,Grace Green,grace.green@email.com,Prof. Quincy
238,Sociology,Grace Red,grace.red@email.com,Prof. Sam
355,History,Hank Teal,hank.teal@student.org,Prof. Tina
400,Engineering,Nick Pink,nick.pink@email.com,Prof. Grace
109,History,Hank Cyan,hank.cyan@student.org,Prof. Ivy
202,Engineering,Bob Green,bob.green@email.com,Prof. Charlie
580,Music,Jack Magenta,jack.magenta@student.org,Prof. Hank
213,History,Ivy Purple,ivy.purple@email.com,Prof. Liam
304,Physics,Jack Blue,jack.blue@student.org,Prof. Hank
210,Art,Charlie Cyan,charlie.cyan@university.edu,Prof. Bob
340,Psychology,Rita Purple,rita.purple@student.org,Prof. Bob
115,Anthropology,Mona Violet,mona.violet@student.org,Prof. Eve
465,Geography,Paul Magenta,paul.magenta@university.edu,Prof. Mona
344,History,Bob Indigo,bob.indigo@university.edu,Prof. Charlie
436,Geography,Charlie Black,charlie.black@student.org,Prof. Kelly
323,History,Charlie Red,charlie.red@university.edu,Prof. Eve
305,Music,Kelly Orange,kelly.orange@university.edu,Prof. Frank
135,Computer Science,Eve Pink,eve.pink@email.com,Prof. Bob
561,Political Science,Hank White,hank.white@student.org,Prof. Kelly
217,Mathematics,Eve Black,eve.black@email.com,Prof. Sam
542,Physics,Mona Gray,mona.gray@email.com,Prof. Paul
411,Biology,Kelly Gray,kelly.gray@email.com,Prof. Hank
241,Mathematics,Hank Black,hank.black@university.edu,Prof. Frank
102,Chemistry,Rita Beige,rita.beige@email.com,Prof. Quincy
469,Computer Science,Dana Gray,dana.gray@email.com,Prof. Liam
485,Engineering,Jack White,jack.white@email.com,Prof. Tina
507,Political Science,Eve Brown,eve.brown@university.edu,Prof. Bob
214,Engineering,Paul Davis,paul.davis@email.com,Prof. Liam
197,Music,Dana Gray,dana.gray@student.org,Prof. Nick
511,Geography,Jack Brown,jack.brown@university.edu,Prof. Sam
473,History,Quincy Yellow,quincy.yellow@student.org,Prof. Dana
178,Chemistry,Eve Gray,eve.gray@university.edu,Prof. Jack
121,Psychology,Eve Blue,eve.blue@student.org,Prof. Nick
478,Engineering,Grace Johnson,grace.johnson@email.com,Prof. Quincy
518,Psychology,Dana White,dana.white@university.edu,Prof. Nick
246,Economics,Ivy Gray,ivy.gray@email.com,Prof. Mona
207,Computer Science,Olivia Davis,olivia.davis@student.org,Prof. Olivia
428,Physics,Rita Teal,rita.teal@university.edu,Prof. Liam
311,Anthropology,Sam Azure,sam.azure@student.org,Prof. Eve
177,English,Eve Red,eve.red@student.org,Prof. Eve
493,Computer Science,Ivy Cyan,ivy.cyan@university.edu,Prof. Charlie
130,History,Grace Orange,grace.orange@student.org,Prof. Bob
495,English,Nick Azure,nick.azure@email.com,Prof. Eve
384,Architecture,Paul Green,paul.green@email.com,Prof. Tina
334,Computer Science,Alice Beige,alice.beige@student.org,Prof. Hank
478,Statistics,Liam Teal,liam.teal@student.org,Prof. Paul
375,Chemistry,Olivia Blue,olivia.blue@student.org,Prof. Liam
430,Statistics,Kelly Indigo,kelly.indigo@student.org,Prof. Olivia
479,Anthropology,Bob Gray,bob.gray@student.org,Prof. Frank
538,Geography,Paul Violet,paul.violet@student.org,Prof. Dana
317,Philosophy,Tina Johnson,tina.johnson@email.com,Prof. Rita
271,Chemistry,Quincy Green,quincy.green@student.org,Prof. Paul
463,History,Tina Gray,tina.gray@university.edu,Prof. Kelly
138,Psychology,Tina Black,tina.black@university.edu,Prof. Kelly
586,Anthropology,Dana Brown,dana.brown@university.edu,Prof. Hank
588,Philosophy,Olivia Davis,olivia.davis@student.org,Prof. Eve
364,English,Mona Purple,mona.purple@university.edu,Prof. Alice
432,Engineering,Kelly Davis,kelly.davis@university.edu,Prof. Hank
306,Biology,Nick Green,nick.green@student.org,Prof. Grace
257,Philosophy,Jack Johnson,jack.johnson@student.org,Prof. Hank
142,Economics,Paul Beige,paul.beige@university.edu,Prof. Kelly
243,Engineering,Rita Indigo,rita.indigo@student.org,Prof. Olivia
373,English,Mona Violet,mona.violet@student.org,Prof. Tina
493,Mathematics,Dana Davis,dana.davis@university.edu,Prof. Quincy
379,Philosophy,Paul Magenta,paul.magenta@university.edu,Prof. Charlie
529,Economics,Mona Red,mona.red@email.com,Prof. Rita
131,Statistics,Jack Magenta,jack.magenta@email.com,Prof. Kelly
418,Engineering,Kelly Pink,kelly.pink@email.com,Prof. Tina
476,Psychology,Jack Davis,jack.davis@university.edu,Prof. Jack
431,History,Olivia Blue,olivia.blue@student.org,Prof. Ivy
137,Mathematics,Ivy Black,ivy.black@student.org,Prof. Eve
194,Art,Sam Pink,sam.pink@university.edu,Prof. Eve
460,Architecture,Tina Green,tina.green@email.com,Prof. Bob
342,Architecture,Grace Brown,grace.brown@student.org,Prof. Quincy
489,Economics,Olivia Violet,olivia.violet@student.org,Prof. Mona
587,Political Science,Eve Johnson,eve.johnson@student.org,Prof. Tina
166,Economics,Hank Cyan,hank.cyan@student.org,Prof. Dana
215,Engineering,Eve Davis,eve.davis@email.com,Prof. Dana
330,Biology,Tina Johnson,tina.johnson@email.com,Prof. Kelly
284,Architecture,Olivia Teal,olivia.teal@university.edu,Prof. Mona
505,Chemistry,Liam Gray,liam.gray@university.edu,Prof. Nick
546,Statistics,Dana Blue,dana.blue@university.edu,Prof. Jack
497,Chemistry,Eve Orange,eve.orange@student.org,Prof. Liam
337,History,Dana Brown,dana.brown@university.edu,Prof. Hank
455,Computer Science,Charlie Red,charlie.red@student.org,Prof. Paul
439,Biology,Frank Gray,frank.gray@university.edu,Prof. Charlie
575,Anthropology,Dana Violet,dana.violet@student.org,Prof. Nick
185,English,Liam Cyan,liam.cyan@email.com,Prof. Rita
189,Psychology,Liam Black,liam.black@email.com,Prof. Kelly
168,English,Liam Davis,liam.davis@student.org,Prof. Mona
552,Anthropology,Nick Red,nick.red@university.edu,Prof. Sam
312,Political Science,Alice Purple,alice.purple@university.edu,Prof. Charlie
572,Mathematics,Grace Blue,grace.blue@student.org,Prof. Jack
250,Engineering,Rita Davis,rita.davis@university.edu,Prof. Hank
505,Engineering,Grace Yellow,grace.yellow@student.org,Prof. Hank
373,Sociology,Charlie Orange,charlie.orange@university.edu,Prof. Bob
333,Economics,Charlie Indigo,charlie.indigo@university.edu,Prof. Nick
282,Geography,Ivy Green,ivy.green@email.com,Prof. Hank
346,Psychology,Alice Blue,alice.blue@student.org,Prof. Olivia
173,Engineering,Tina Blue,tina.blue@email.com,Prof. Dana
334,Engineering,Kelly Blue,kelly.blue@student.org,Prof. Grace
502,Environmental Science,Frank Gray,frank.gray@university.edu,Prof. Mona
308,Environmental Science,Eve White,eve.white@university.edu,Prof. Liam
345,Environmental Science,Sam Indigo,sam.indigo@student.org,Prof. Tina
456,Political Science,Dana Brown,dana.brown@student.org,Prof. Charlie
455,Philosophy,Bob Blue,bob.blue@university.edu,Prof. Olivia
296,Music,Olivia Johnson,olivia.johnson@university.edu,Prof. Alice
493,Architecture,Olivia Green,olivia.green@university.edu,Prof. Rita
444,Anthropology,Liam Indigo,liam.indigo@email.com,Prof. Bob
170,Geography,Nick Blue,nick.blue@university.edu,Prof. Jack
197,Chemistry,Frank Indigo,frank.indigo@student.org,Prof. Grace
534,Sociology,Bob Azure,bob.azure@student.org,Prof. Paul
573,English,Dana Azure,dana.azure@student.org,Prof. Rita
377,Engineering,Alice Teal,alice.teal@email.com,Prof. Charlie
468,Psychology,Ivy Indigo,ivy.indigo@student.org,Prof. Quincy
184,Political Science,Alice Gray,alice.gray@student.org,Prof. Kelly
152,Anthropology,Paul Indigo,paul.indigo@university.edu,Prof. Paul
416,Engineering,Bob Brown,bob.brown@student.org,Prof. Grace
502,Architecture,Eve Beige,eve.beige@university.edu,Prof. Liam
330,Political Science,Nick Brown,nick.brown@email.com,Prof. Sam
592,Art,Frank White,frank.white@email.com,Prof. Nick
256,Mathematics,Alice Pink,alice.pink@student.org,Prof. Liam
132,Psychology,Quincy Blue,quincy.blue@university.edu,Prof. Alice
126,Political Science,Hank Orange,hank.orange@email.com,Prof. Jack
530,Economics,Mona Davis,mona.davis@email.com,Prof. Frank
168,Environmental Science,Jack Davis,jack.davis@email.com,Prof. Paul
157,Statistics,Grace Green,grace.green@student.org,Prof. Bob
253,Art,Mona Beige,mona.beige@email.com,Prof. Tina
594,Architecture,Ivy Johnson,ivy.johnson@student.org,Prof. Frank
362,Music,Ivy Teal,ivy.teal@university.edu,Prof. Bob
330,Economics,Olivia Gray,olivia.gray@university.edu,Prof. Jack
107,Computer Science,Frank Cyan,frank.cyan@email.com,Prof. Grace
312,Mathematics,Kelly Johnson,kelly.johnson@university.edu,Prof. Jack
474,English,Liam Orange,liam.orange@email.com,Prof. Bob
430,Psychology,Paul Yellow,paul.yellow@email.com,Prof. Jack
587,Sociology,Olivia Violet,olivia.violet@student.org,Prof. Kelly
464,Statistics,Alice Purple,alice.purple@university.edu,Prof. Rita
